_TRI_REL_AND_TRAN_EZ.TRI_FACILITY_ID,V_TRI_REL_AND_TRAN_EZ.FACILITY_NAME,V_TRI_REL_AND_TRAN_EZ.DOC_CTRL_NUM,V_TRI_REL_AND_TRAN_EZ.REPORTING_YEAR,V_TRI_REL_AND_TRAN_EZ.CHEM_NAME,V_TRI_REL_AND_TRAN_EZ.CAS_NUM,V_TRI_REL_AND_TRAN_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_REL_AND_TRAN_EZ.CATEGORY,V_TRI_REL_AND_TRAN_EZ.REL_EST_AMT_SUM,V_TRI_REL_AND_TRAN_EZ.CARCINOGEN,V_TRI_REL_AND_TRAN_EZ.CLEAN_AIR,V_TRI_REL_AND_TRAN_EZ.LIST_3350,V_TRI_REL_AND_TRAN_EZ.STREET_ADDRESS,V_TRI_REL_AND_TRAN_EZ.CITY_NAME,V_TRI_REL_AND_TRAN_EZ.COUNTY_NAME,V_TRI_REL_AND_TRAN_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_REL_AND_TRAN_EZ.STATE_ABBR,V_TRI_REL_AND_TRAN_EZ.ZIP_CODE,V_TRI_REL_AND_TRAN_EZ.REGION,V_TRI_REL_AND_TRAN_EZ.FAC_CLOSED_IND,V_TRI_REL_AND_TRAN_EZ.ASGN_AGENCY,V_TRI_REL_AND_TRAN_EZ.ASGN_FEDERAL_IND,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_DB_NUM,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_NAME,V_TRI_REL_AND_TRAN_EZ.INDUSTRY_CODE,V_TRI_REL_AND_TRAN_EZ.SIC_CODES
80840SRFRC8034E,US DOD USAF ACADEMY,1319218176980,2019,LEAD,7439-92-1,N,TOTAL OFFSITE RELEASE,0,Y,Y,Y,8120 EDGERTON DR,U S A F ACADEMY,EL PASO,08041,CO,808402400,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
80840SRFRC8034E,US DOD USAF ACADEMY,1319218176980,2019,LEAD,7439-92-1,N,POTW RELEASE,0,Y,Y,Y,8120 EDGERTON DR,U S A F ACADEMY,EL PASO,08041,CO,808402400,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
8021WBSLTX49RAC,BASALITE,1319217959648,2019,MERCURY,7439-97-6,N,TOTAL ONSITE RELEASE,0,N,Y,Y,4900 RACE ST,DENVER,DENVER,08031,CO,80216,8,0,,C,129072125,PACIFIC COAST BUILDING PRODUCTS,327,
80640PRNML9200E,LAND O'LAKES PURINA FEED LLC - DENVER,1319217625060,2019,MANGANESE COMPOUNDS,N450,N,POTW TREATMENT,0,N,Y,N,9200 E 90TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,006253835,LAND O LAKES INC,311,
80640PRNML9200E,LAND O'LAKES PURINA FEED LLC - DENVER,1319217625060,2019,MANGANESE COMPOUNDS,N450,N,TOTAL ONSITE RELEASE,0,N,Y,N,9200 E 90TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,006253835,LAND O LAKES INC,311,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050540,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,AIR STACK,7876.75,N,Y,Y,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050540,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,TOTAL ONSITE RELEASE,28485.19,N,Y,Y,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
80110STLLM373SK,STOLLE MACHINERYCO ENGLEWOOD,1319218414757,2019,CHROMIUM,7440-47-3,N,RECYCLING,21382,N,Y,Y,3730 S KALAMATH,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,007056245,STOLLE MACHINERY CO,333,
80751FRRBT219RI,CARGILL FEED & NUTRITION STERLING,1319218364673,2019,ZINC COMPOUNDS,N982,N,TOTAL ON OFFSITE RELEASE,0,N,N,N,219 RIGHT-OF-WAY RD,STERLING,LOGAN,08075,CO,80751,8,0,,C,006249189,CARGILL INC,311,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923945,2019,COPPER COMPOUNDS,N100,N,POTW RELEASE,0,N,N,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80759YMTHN3848C,YUMA ETHANOL LLC,1319217941210,2019,FORMALDEHYDE,50-00-0,N,TOTAL ONSITE RELEASE,0,Y,Y,N,38480 COUNTY RD H,YUMA,YUMA,08125,CO,80759,8,0,,C,,No US Parent,325,
80759YMTHN3848C,YUMA ETHANOL LLC,1319217941210,2019,FORMALDEHYDE,50-00-0,N,TOTAL ON OFFSITE RELEASE,0,Y,Y,N,38480 COUNTY RD H,YUMA,YUMA,08125,CO,80759,8,0,,C,,No US Parent,325,
8063WNLCCM2696T,NALCO COMPANY-GREELEY,1319218157562,2019,N-HEXANE,110-54-3,N,TOTAL ON OFFSITE RELEASE,0,N,Y,N,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08123,CO,80631,8,0,,C,006154611,ECOLAB INC,4246,
80468CLMXM19302,CLIMAX MOLYBDENUM CO HENDERSON MILL,1319218102489,2019,CHROMIUM,7440-47-3,N,TOTAL ON OFFSITE RELEASE,24005,N,Y,Y,19302 COUNTY RD 3,PARSHALL,GRAND,08049,CO,80468,8,0,,C,187122973,FREEPORT-MCMORAN INC,2122,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895123,2019,METHANOL,67-56-1,N,TOTAL OFFSITE RELEASE,0,N,Y,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895123,2019,METHANOL,67-56-1,N,TOTAL ON OFFSITE RELEASE,1208,N,Y,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895162,2019,NITRIC ACID,7697-37-2,N,AIR STACK,33,N,N,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
80401CRSCR6009T,COORSTEK,1319217851827,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,POTW RELEASE,2.8,N,Y,Y,600 9TH ST,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,007057334,COORSTEK INC,327,
80401CRSCR6009T,COORSTEK,1319217851827,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,TOTAL ONSITE RELEASE,2.8,N,Y,Y,600 9TH ST,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,007057334,COORSTEK INC,327,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259529,2019,HYDROGEN CYANIDE,74-90-8,N,POTW RELEASE,0,N,N,Y,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
8100WLTFLS1739E,ALTA FUELS LLC - PUEBLO PLANT,1319218457253,2019,NAPHTHALENE,91-20-3,N,AIR STACK,137,Y,Y,N,1739 E PLATTEVILLE BLVD,PUEBLO,PUEBLO,08101,CO,81007,8,0,,C,131504342,WORLD FUEL SERVICES CORP,4247,
80751STRLN45ANG,STERLING ETHANOL LLC,1319217941121,2019,N-HEXANE,110-54-3,N,AIR STACK,1031,N,Y,N,450 ANGUS AVE,STERLING,LOGAN,08075,CO,80751,8,0,,C,,No US Parent,325,
80701DRYFR2301E,DAIRY FARMERS OF AMERICA INC,1319218058422,2019,NITRIC ACID,7697-37-2,N,POTW TREATMENT,0,N,N,N,2301 E BIJOU AVE,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,029855640,DAIRY FARMERS OF AMERICA INC,311,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063360,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW TREATMENT,0,N,Y,Y,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
80550FRNTR31375,FRONT RANGE ENERGY,1319218307357,2019,N-HEXANE,110-54-3,N,AIR FUG,445.17,N,Y,N,31375 GREAT WESTERN DR,WINDSOR,WELD,08123,CO,80550,8,0,,C,NA,FRONT RANGE ENERGY LLC,325,
80550FRNTR31375,FRONT RANGE ENERGY,1319218307357,2019,N-HEXANE,110-54-3,N,TOTAL ON OFFSITE RELEASE,1990.31,N,Y,N,31375 GREAT WESTERN DR,WINDSOR,WELD,08123,CO,80550,8,0,,C,NA,FRONT RANGE ENERGY LLC,325,
80540STHWS5134U,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,1319218508822,2019,MERCURY COMPOUNDS,N458,N,OTH LANDF,1.09,N,Y,Y,5134 UTE HWY,LONGMONT,BOULDER,08013,CO,80503,8,0,,C,189840945,CEMEX INC,327,
80216RLSTN4555Y,NESTLE PURINA PETCARE CO,1319218075493,2019,ZINC COMPOUNDS,N982,N,RECYCLING,2925,N,N,N,4555 YORK ST,DENVER,DENVER,08031,CO,80216,8,0,,C,006266811,NESTLE PURINA PETCARE CO,311,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278834,2019,ETHYLBENZENE,100-41-4,N,ENERGY RECOVERY,41,Y,Y,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278834,2019,ETHYLBENZENE,100-41-4,N,TOTAL OFFSITE RELEASE,0,Y,Y,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278834,2019,ETHYLBENZENE,100-41-4,N,POTW RELEASE,0,Y,Y,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278834,2019,ETHYLBENZENE,100-41-4,N,TOTAL ON OFFSITE RELEASE,9908,Y,Y,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,1319218102541,2019,NITRATE COMPOUNDS,N511,N,POTW TREATMENT,0,N,N,N,9 MILES W OF EMPIRE,EMPIRE,CLEAR CREEK,08019,CO,80438,8,0,NA,C,187122973,FREEPORT-MCMORAN INC,2122,
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,1319218102541,2019,NITRATE COMPOUNDS,N511,N,TOTAL ONSITE RELEASE,42000,N,N,N,9 MILES W OF EMPIRE,EMPIRE,CLEAR CREEK,08019,CO,80438,8,0,NA,C,187122973,FREEPORT-MCMORAN INC,2122,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259428,2019,BENZENE,71-43-2,N,WASTE TREATMENT,163,Y,Y,Y,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259428,2019,BENZENE,71-43-2,N,TOTAL ONSITE RELEASE,4221,Y,Y,Y,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80216DNVRM3100E,DENVER METAL FINISHING,1319217824921,2019,ZINC COMPOUNDS,N982,N,TOTAL OFFSITE RELEASE,4844.6,N,N,N,3100 E 43RD AVE,DENVER,DENVER,08031,CO,80216,8,0,,C,,No US Parent,332,
80601SSHCN10300,SASHCO INC,1319218547519,2019,NONYLPHENOL ETHOXYLATES,N535,N,TOTAL OFFSITE RELEASE,2507,N,N,N,10300 E 107TH PL,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,,No US Parent,325,
80601SSHCN10300,SASHCO INC,1319218547519,2019,NONYLPHENOL ETHOXYLATES,N535,N,POTW RELEASE,0,N,N,N,10300 E 107TH PL,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,,No US Parent,325,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050538,2019,N-BUTYL ALCOHOL,71-36-3,N,AIR FUG,8026.46,N,N,N,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
8021WRDYMX5775F,READY MIXED CONCRETE CO - FRANKLIN STREET PLANT,1319217992496,2019,NITRATE COMPOUNDS,N511,N,POTW TREATMENT,0,N,N,N,5775 FRANKLIN ST,DENVER,ADAMS,08001,CO,80216,8,0,,C,006915045,BRANNAN SAND & GRAVEL CO L.L.C.,327,
8021WRDYMX5775F,READY MIXED CONCRETE CO - FRANKLIN STREET PLANT,1319217992496,2019,NITRATE COMPOUNDS,N511,N,TOTAL ON OFFSITE RELEASE,0,N,N,N,5775 FRANKLIN ST,DENVER,ADAMS,08001,CO,80216,8,0,,C,006915045,BRANNAN SAND & GRAVEL CO L.L.C.,327,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507097,2019,N-HEXANE,110-54-3,N,ENERGY RECOVERY,42000,N,Y,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507097,2019,N-HEXANE,110-54-3,N,AIR STACK,250,N,Y,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
80216SHLND156W5,NEXEO SOLUTIONS LLC,1319218519458,2019,TOLUENE,108-88-3,N,AIR FUG,993.1454,N,Y,N,156 W 56TH AVE,DENVER,ADAMS,08001,CO,80216,8,0,,C,078346156,NEXEO SOLUTIONS HOLDINGS LLC,4246,
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,1319218063143,2019,ZINC COMPOUNDS,N982,N,AIR FUG,250,N,N,N,HWY 91 FREMONT PASS,CLIMAX,LAKE,08065,CO,80429,8,0,,C,187122973,FREEPORT-MCMORAN INC,2122,
8063WNLCCM2696T,NALCO COMPANY-GREELEY,1319218157547,2019,TOLUENE,108-88-3,N,TOTAL OFFSITE RELEASE,0,N,Y,N,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08123,CO,80631,8,0,,C,006154611,ECOLAB INC,4246,
8063WNLCCM2696T,NALCO COMPANY-GREELEY,1319218157547,2019,TOLUENE,108-88-3,N,POTW TREATMENT,0,N,Y,N,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08123,CO,80631,8,0,,C,006154611,ECOLAB INC,4246,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084642,2019,AMMONIA,7664-41-7,N,WATER,710,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084642,2019,AMMONIA,7664-41-7,N,OTH DISP,58,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084642,2019,AMMONIA,7664-41-7,N,TOTAL ON OFFSITE RELEASE,15228,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
80239MLHGH11100,MILE HIGH EQUIPMENT LLC,1319217887443,2019,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,TOTAL OFFSITE RELEASE,0,N,Y,N,11100 E 45TH AVE,DENVER,DENVER,08031,CO,80239,8,0,,C,079803309,ALI GROUP NA,333,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278859,2019,TOLUENE,108-88-3,N,AIR STACK,6861,N,Y,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80701DRYFR2301E,DAIRY FARMERS OF AMERICA INC,1319218058410,2019,NITRATE COMPOUNDS,N511,N,WASTE TREATMENT,15391.4,N,N,N,2301 E BIJOU AVE,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,029855640,DAIRY FARMERS OF AMERICA INC,311,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972153,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,AIR FUG,.01,N,Y,Y,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972153,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,POTW RELEASE,0,N,Y,Y,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
80701XCLCR1505E,CARGILL MEAT SOLUTIONS CORP,1319217965351,2019,NITRIC ACID,7697-37-2,N,AIR FUG,5,N,N,N,1505 E BURLINGTON AVE,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,006249189,CARGILL INC,311,
80701XCLCR1505E,CARGILL MEAT SOLUTIONS CORP,1319217965351,2019,NITRIC ACID,7697-37-2,N,WATER,5,N,N,N,1505 E BURLINGTON AVE,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,006249189,CARGILL INC,311,
80701XCLCR1505E,CARGILL MEAT SOLUTIONS CORP,1319217965351,2019,NITRIC ACID,7697-37-2,N,POTW TREATMENT,0,N,N,N,1505 E BURLINGTON AVE,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,006249189,CARGILL INC,311,
8064WFRTRR945AL,FORTERRA PRECAST CONCEPTS INC,1319218350534,2019,MERCURY,7439-97-6,N,POTW RELEASE,0,N,Y,Y,9405 ALTON CT,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,047663716,FORTERRA INC,327,
80112GGRGT8339C,AGGREGATE INDUSTRIES WCR INC CENTENNIAL READY MIX PLANT,1319217805302,2019,LEAD  and LEAD COMPOUNDS,N420,Y,AIR FUG,.1,N,Y,Y,8339 CONCORD CENTER DR,ENGLEWOOD,DOUGLAS,08035,CO,80112,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,1319218213371,2019,NITRATE COMPOUNDS,N511,N,TOTAL OFFSITE RELEASE,0,N,N,N,19301 W COLFAX,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,1319218213371,2019,NITRATE COMPOUNDS,N511,N,POTW RELEASE,0,N,N,N,19301 W COLFAX,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80913FRTCRCOMMA,US ARMY FORT CARSON (CANTONMENT),1319217789813,2019,COPPER,7440-50-8,N,TOTAL ON OFFSITE RELEASE,0,N,N,N,1626 EVANS ST BUILDING 1219,FORT CARSON,EL PASO,08041,CO,809134000,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050514,2019,ETHYLBENZENE,100-41-4,N,AIR FUG,5606.73,Y,Y,N,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050514,2019,ETHYLBENZENE,100-41-4,N,TOTAL OFFSITE RELEASE,0,Y,Y,N,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050514,2019,ETHYLBENZENE,100-41-4,N,POTW RELEASE,0,Y,Y,N,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,1319217893609,2019,ETHYLENE GLYCOL,107-21-1,N,TOTAL OFFSITE RELEASE,7482,N,Y,N,4380 ZIEGLER RD,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,608374406,BROADCOM LTD,334,
80022KCHPR4310E,BKEP MATERIALS LLC-DENVER,1319217720034,2019,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,AIR STACK,.9,Y,Y,N,4310 E 60TH AVE,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,NA,BLUEKNIGHT ENERGY PARTNERS LP,324,
80504PRCSN74WEL,ARC COLORADO INC,1319218289104,2019,TRICHLOROETHYLENE,79-01-6,N,POTW TREATMENT,0,Y,Y,Y,7040 WELD COUNTY RD 20,LONGMONT,WELD,08123,CO,80504,8,0,,C,602416869,ARC GROUP WORLDWIDE INC,332,
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),1319218518088,2019,LEAD,7439-92-1,N,TOTAL ONSITE RELEASE,.000125,Y,Y,Y,5801 PECOS ST,DENVER,ADAMS,08001,CO,80221,8,0,,C,,No US Parent,327,
80301HSRCH5555A,AGILENT TECHNOLOGIES BOULDER CO,1319218144475,2019,DICHLOROMETHANE,75-09-2,N,POTW RELEASE,.0056,Y,Y,Y,5555 AIRPORT BLVD,BOULDER,BOULDER,08013,CO,80301,8,0,,C,084963177,AGILENT TECHNOLOGIES INC,325,
80120NCRCT8192S,UNICIRCUIT INC,1319218143372,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ONSITE RELEASE,1.2,N,Y,Y,8192 S PARK LN,LITTLETON,ARAPAHOE,08005,CO,80120,8,0,,C,042352922,ANAREN INC,334,
8100WSRMYP45825,US ARMY PUEBLO CHEMICAL DEPOT,1319217836459,2019,LEAD,7439-92-1,N,TOTAL ONSITE RELEASE,1299.1,Y,Y,Y,45825 HWY 96 E.  ATTN: EMO  BLDG 49N,PUEBLO,PUEBLO,08101,CO,81006,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
80110MRCNS1600W,AMERICAN STAINLESS STEEL CORP,1319218487027,2019,NICKEL,7440-02-0,N,TOTAL OFFSITE RELEASE,0,Y,Y,Y,1600 W YALE AVE,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,,No US Parent,332,
80110MRCNS1600W,AMERICAN STAINLESS STEEL CORP,1319218487027,2019,NICKEL,7440-02-0,N,POTW RELEASE,0,Y,Y,Y,1600 W YALE AVE,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,,No US Parent,332,
80110MRCNS1600W,AMERICAN STAINLESS STEEL CORP,1319218487027,2019,NICKEL,7440-02-0,N,TOTAL ON OFFSITE RELEASE,0,Y,Y,Y,1600 W YALE AVE,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,,No US Parent,332,
80634LVLND14520,LOVELAND PRODUCTS,1319218068031,2019,N-BUTYL ALCOHOL,71-36-3,N,POTW RELEASE,0,N,N,N,14520 COUNTY ROAD 64,GREELEY,WELD,08123,CO,80631,8,0,,C,NA,No US Parent,325,
80634LVLND14520,LOVELAND PRODUCTS,1319218068031,2019,N-BUTYL ALCOHOL,71-36-3,N,POTW TREATMENT,0,N,N,N,14520 COUNTY ROAD 64,GREELEY,WELD,08123,CO,80631,8,0,,C,NA,No US Parent,325,
81004GCCRG3372L,GCC RIO GRANDE INC,1319218370548,2019,LEAD COMPOUNDS,N420,N,AIR STACK,18.25,N,Y,Y,3372 LIME RD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,018941164,GCC OF AMERICA,327,
81004GCCRG3372L,GCC RIO GRANDE INC,1319218370548,2019,LEAD COMPOUNDS,N420,N,TOTAL ON OFFSITE RELEASE,28.76,N,Y,Y,3372 LIME RD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,018941164,GCC OF AMERICA,327,
80116GGRGT2571N,AGGREGATE INDUSTRIES WCR INC FRANKTOWN READY MIX PLANT,1319217805783,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW TREATMENT,0,N,Y,Y,2571 N STATE HWY 83,FRANKTOWN,DOUGLAS,08035,CO,80116,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80116GGRGT2571N,AGGREGATE INDUSTRIES WCR INC FRANKTOWN READY MIX PLANT,1319217805783,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ON OFFSITE RELEASE,0,N,Y,Y,2571 N STATE HWY 83,FRANKTOWN,DOUGLAS,08035,CO,80116,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80216FPLYM46HLL,EFI POLYMERS,1319217833817,2019,NONYLPHENOL,N530,N,POTW RELEASE,0,N,N,N,4600 HOLLY ST,DENVER,DENVER,08031,CO,80216,8,0,,C,,No US Parent,325,
80401DLPHC12THF,MOLSON COORS USA LLC - GOLDEN BREWERY,1319217972809,2019,CHLORINE,7782-50-5,N,TOTAL OFFSITE RELEASE,0,N,Y,N,12TH AND FORD STREETS,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,NA,MOLSON COORS LLC,3121,
8011WBRNNN26WUN,BRANNAN READY MIX - SOUTH READY MIX,1319217992395,2019,NITRATE COMPOUNDS,N511,N,TOTAL OFFSITE RELEASE,0,N,N,N,2600 W UNION AVE,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,006915045,BRANNAN SAND & GRAVEL CO L.L.C.,327,
8011WBRNNN26WUN,BRANNAN READY MIX - SOUTH READY MIX,1319217992395,2019,NITRATE COMPOUNDS,N511,N,POTW RELEASE,0,N,N,N,2600 W UNION AVE,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,006915045,BRANNAN SAND & GRAVEL CO L.L.C.,327,
8011WBRNNN26WUN,BRANNAN READY MIX - SOUTH READY MIX,1319217992395,2019,NITRATE COMPOUNDS,N511,N,TOTAL ON OFFSITE RELEASE,0,N,N,N,2600 W UNION AVE,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,006915045,BRANNAN SAND & GRAVEL CO L.L.C.,327,
80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,1319218055768,2019,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,POTW TREATMENT,0,N,Y,N,1280 HWY 67,VICTOR,TELLER,08119,CO,80860,8,0,,C,006988414,NEWMONT MINING CORP,2122,
80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,1319218055768,2019,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,TOTAL ONSITE RELEASE,15,N,Y,N,1280 HWY 67,VICTOR,TELLER,08119,CO,80860,8,0,,C,006988414,NEWMONT MINING CORP,2122,
