_TRI_FORM_TOTALS_EZ.REPORTING_YEAR,V_TRI_FORM_TOTALS_EZ.TRI_FACILITY_ID,V_TRI_FORM_TOTALS_EZ.FACILITY_NAME,V_TRI_FORM_TOTALS_EZ.STREET_ADDRESS,V_TRI_FORM_TOTALS_EZ.CITY_NAME,V_TRI_FORM_TOTALS_EZ.COUNTY_NAME,V_TRI_FORM_TOTALS_EZ.STATE_FIPS_CODE,V_TRI_FORM_TOTALS_EZ.STATE_ABBR,Code Expansion for State Abbreviation,V_TRI_FORM_TOTALS_EZ.ZIP_CODE,V_TRI_FORM_TOTALS_EZ.REGION,Code Expansion for Region,V_TRI_FORM_TOTALS_EZ.FAC_CLOSED_IND,V_TRI_FORM_TOTALS_EZ.ASGN_AGENCY,Code Expansion for Assigned Agency,V_TRI_FORM_TOTALS_EZ.ASSIGNED_AGENCY_CODE,V_TRI_FORM_TOTALS_EZ.ASGN_FEDERAL_IND,V_TRI_FORM_TOTALS_EZ.PARENT_CO_NAME,V_TRI_FORM_TOTALS_EZ.PARENT_CO_DB_NUM,V_TRI_FORM_TOTALS_EZ.STANDARDIZED_PARENT_COMPANY,V_TRI_FORM_TOTALS_EZ.EPA_REGISTRY_ID,V_TRI_FORM_TOTALS_EZ.INDUSTRY_SECTOR_CODE,V_TRI_FORM_TOTALS_EZ.PRIMARY_SIC,V_TRI_FORM_TOTALS_EZ.SIC_CODES,V_TRI_FORM_TOTALS_EZ.PRIMARY_NAICS,V_TRI_FORM_TOTALS_EZ.NAICS_CODE,V_TRI_FORM_TOTALS_EZ.CHEMICAL_NAME,V_TRI_FORM_TOTALS_EZ.TRI_CHEM_ID,V_TRI_FORM_TOTALS_EZ.CHEMICAL_ABSTRACT_NUMBER,V_TRI_FORM_TOTALS_EZ.SRS_IDENTIFIER,V_TRI_FORM_TOTALS_EZ.GENERIC_CHEM_NAME,V_TRI_FORM_TOTALS_EZ.MIXTURE_NAME,V_TRI_FORM_TOTALS_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_FORM_TOTALS_EZ.CARCINOGEN_CHEMICAL_INDICATOR,V_TRI_FORM_TOTALS_EZ.CLEAN_AIR_ACT_CHEMICAL_INDICATOR,V_TRI_FORM_TOTALS_EZ.R3350_CHEMICAL_INDICATOR,V_TRI_FORM_TOTALS_EZ.DOC_CTRL_NUM,V_TRI_FORM_TOTALS_EZ.FORM_TYPE_IND,V_TRI_FORM_TOTALS_EZ.POSTMARK_DATE,V_TRI_FORM_TOTALS_EZ.ORIG_POSTMARK,V_TRI_FORM_TOTALS_EZ.TRADE_SECRET_IND,V_TRI_FORM_TOTALS_EZ.REVISION_CODE_1,V_TRI_FORM_TOTALS_EZ.REVISION_CODE_2,V_TRI_FORM_TOTALS_EZ.TOTAL_ONSITE_RELEASE,V_TRI_FORM_TOTALS_EZ.AIR_FUG,V_TRI_FORM_TOTALS_EZ.AIR_STACK,V_TRI_FORM_TOTALS_EZ.TOTAL_AIR_RELEASE,V_TRI_FORM_TOTALS_EZ.TOTAL_WATER_RELEASE,V_TRI_FORM_TOTALS_EZ.NUMBER_OF_STREAMS,V_TRI_FORM_TOTALS_EZ.UNINJ8795,V_TRI_FORM_TOTALS_EZ.UNINJ_I,V_TRI_FORM_TOTALS_EZ.UNINJ_IIV,V_TRI_FORM_TOTALS_EZ.LANDF8795,V_TRI_FORM_TOTALS_EZ.RCRA_C,V_TRI_FORM_TOTALS_EZ.OTH_LANDF,V_TRI_FORM_TOTALS_EZ.LAND_TREA,V_TRI_FORM_TOTALS_EZ.SURF_IMP,V_TRI_FORM_TOTALS_EZ.SI_553A,V_TRI_FORM_TOTALS_EZ.SI_553B,V_TRI_FORM_TOTALS_EZ.OTH_DISP,V_TRI_FORM_TOTALS_EZ.TOTAL_LAND_RELEASE,V_TRI_FORM_TOTALS_EZ.TOTAL_POTW_TRANSFER,V_TRI_FORM_TOTALS_EZ.POTW_RELEASE,V_TRI_FORM_TOTALS_EZ.POTW_RELEASE_81C,V_TRI_FORM_TOTALS_EZ.POTW_RELEASE_81D,V_TRI_FORM_TOTALS_EZ.POTW_TREATMENT,V_TRI_FORM_TOTALS_EZ.POTW_METAL,V_TRI_FORM_TOTALS_EZ.POTW_NON_METAL,V_TRI_FORM_TOTALS_EZ.P30,V_TRI_FORM_TOTALS_EZ.P31,V_TRI_FORM_TOTALS_EZ.P32,V_TRI_FORM_TOTALS_EZ.P33,V_TRI_FORM_TOTALS_EZ.P34,V_TRI_FORM_TOTALS_EZ.P35,V_TRI_FORM_TOTALS_EZ.P36,V_TRI_FORM_TOTALS_EZ.P37,V_TRI_FORM_TOTALS_EZ.P38,V_TRI_FORM_TOTALS_EZ.P39,V_TRI_FORM_TOTALS_EZ.M10,V_TRI_FORM_TOTALS_EZ.M41,V_TRI_FORM_TOTALS_EZ.M62,V_TRI_FORM_TOTALS_EZ.M40_METAL,V_TRI_FORM_TOTALS_EZ.M61_METAL,V_TRI_FORM_TOTALS_EZ.M71,V_TRI_FORM_TOTALS_EZ.M81,V_TRI_FORM_TOTALS_EZ.M82,V_TRI_FORM_TOTALS_EZ.M72,V_TRI_FORM_TOTALS_EZ.TOTAL_OFFSITE_RELEASE,V_TRI_FORM_TOTALS_EZ.TOTAL_RECYCLING_TRANSFER,V_TRI_FORM_TOTALS_EZ.TOTAL_RECOVERY_TRANSFER,V_TRI_FORM_TOTALS_EZ.TOTAL_TREATMENT_TRANSFER,V_TRI_FORM_TOTALS_EZ.UNCLASSIFIED_TRANSFERS,V_TRI_FORM_TOTALS_EZ.TOTAL_TRANSFER,V_TRI_FORM_TOTALS_EZ.TOTAL_TQR_RELEASE,V_TRI_FORM_TOTALS_EZ.REL_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.REL_81A_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.REL_81B_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.REL_81C_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.REL_81D_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.RECYC_ONSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.RECYC_OFFSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.ENERGY_ONSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.ENERGY_OFFSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.TREATED_ONSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.TREATED_OFFSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.TOTAL_PROD_WASTE,V_TRI_FORM_TOTALS_EZ.ONE_TIME_RELEASE_QTY
2019,80301SYNTX2075N,CORDEN PHARMA COLORADO INC,2075 N 55TH ST,BOULDER,BOULDER,08,CO,N/A,80301,8,REGION 8,0,,N/A,,C,CORDEN US INC,NA,CORDEN US INC,110000467281,325,,    ,325411,    ,N N-DIMETHYLFORMAMIDE,000068122,000068122,4416,NA,NA,NO,NO,YES,0,1319218507059,L,2020-07-01,2020-07-01,0,,,1000,250,750,1000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,250,0,250,750,0,1000,0,0,250,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,250,0,1300000,4920,0,1304920,1250,0,0,1100,0,47,0,0,0,1300000,400,4540,1306087,
2019,80301SYNTX2075N,CORDEN PHARMA COLORADO INC,2075 N 55TH ST,BOULDER,BOULDER,08,CO,N/A,80301,8,REGION 8,0,,N/A,,C,CORDEN US INC,NA,CORDEN US INC,110000467281,325,,    ,325411,    ,TRIETHYLAMINE,000121448,000121448,31708,NA,NA,NO,NO,YES,0,1319218507085,L,2020-07-01,2020-07-01,0,,,255,250,5,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,7500,0,13900,255,0,0,31,0,0,0,0,0,6400,100,7500,14031,
2019,80401CRSCR6009T,COORSTEK,600 9TH ST,GOLDEN,JEFFERSON,08,CO,N/A,80401,8,REGION 8,0,,N/A,,C,COORSTEK INC,007057334,COORSTEK INC,,327,,    ,327110,    ,MERCURY  and MERCURY COMPOUNDS,N458,N458,650028,NA,NA,YES,NO,YES,1,1319217851827,L,2020-06-10,2020-06-10,0,,,2.8,0,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,1.932,.868,0,2.8,0,0,0,0,1.932,0,0,.868,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,13.7,19.3,0,0,2.8,1.932,14.568,0,0,0,0,0,0,19.3,
2019,80916QLTYC1635S,QUALITY CONCEPTS MANUFACTURING INC,1635 S MURRAY BLVD,COLORADO SPRINGS,EL PASO,08,CO,N/A,80916,8,REGION 8,0,,N/A,,C,NA,,NA,110012702959,334,,    ,334418,    ,LEAD,007439921,007439921,149583,NA,NA,NO,YES,YES,1,1319217773403,L,2020-05-20,2020-05-20,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,8100WGGRGT2596E,AGGREGATE INDUSTRIES WCR INC PUEBLO EAST READY MIX PLANT,2596 E HWY 96,PUEBLO,PUEBLO,08,CO,N/A,81001,8,REGION 8,0,,N/A,,C,AGGREGATE INDUSTRIES MANAGEMENT INC,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,110070554827,327,,    ,327320,    ,LEAD COMPOUNDS,N420,N420,650002,NA,NA,NO,NO,YES,1,1319218321216,L,2020-06-29,2020-06-29,0,,,.1,.1,0,.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1,0,0,.1,0,0,0,0,0,0,0,0,.1,
2019,80201CHMRX10601,BASF CORP,10601 FULTON ST,BRIGHTON,ADAMS,08,CO,N/A,80601,8,REGION 8,0,,N/A,,C,BASF CORP,001307032,BASF CORP,110000522694,325,,    ,325520,    ,TOLUENE-2 6-DIISOCYANATE,000091087,000091087,13243,NA,NA,NO,YES,NO,0,1319217638790,L,2020-03-10,2020-03-10,0,,,.955,.815,.14,.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.955,0,0,.955,0,0,0,0,0,0,0,0,.955,
2019,80525LFRGW3000S,MARTIN MARIETTA RIGDEN READY MIX,3000 S CR 9,FORT COLLINS,LARIMER,08,CO,N/A,80525,8,REGION 8,0,,N/A,,C,MARTIN MARIETTA MATERIALS INC,809750912,MARTIN MARIETTA MATERIALS INC,110064162178,327,,    ,327320,    ,NITRATE COMPOUNDS,N511,N511,649616,NA,NA,NO,NO,NO,0,1319218213318,L,2020-06-28,2020-06-28,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,19301 W COLFAX,GOLDEN,JEFFERSON,08,CO,N/A,80401,8,REGION 8,0,,N/A,,C,MARTIN MARIETTA MATERIALS INC,809750912,MARTIN MARIETTA MATERIALS INC,110064235073,327,,    ,327320,324121    ,BENZO(G H I)PERYLENE,000191242,000191242,40576,NA,NA,NO,NO,YES,0,1319218213357,L,2020-06-28,2020-06-28,0,,,.0449,.0063,.0386,.0449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0449,0,0,.0449,0,0,0,0,0,0,0,0,.0449,
2019,80301DTRCH5601N,DIETERICH STANDARD INC,5601 N 71ST ST,BOULDER,BOULDER,08,CO,N/A,80301,8,REGION 8,0,,N/A,,C,EMERSON ELECTRIC CO,006477467,EMERSON ELECTRIC CO,110000467218,334,,    ,334513,    ,NICKEL COMPOUNDS,N495,N495,650036,NA,NA,NO,YES,YES,1,1319217761790,L,2020-05-18,2020-05-18,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,3744,0,0,0,3938,195,0,0,0,194,1,0,3744,0,0,0,0,3939,
2019,8063WNLCCM2696T,NALCO COMPANY-GREELEY,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08,CO,N/A,80631,8,REGION 8,0,,N/A,,C,ECOLAB INC,006154611,ECOLAB INC,110069290261,4246,,    ,424690,    ,AMMONIA,007664417,007664417,152389,NA,NA,NO,NO,NO,0,1319218157523,S,2020-06-26,2020-06-26,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,8063WNLCCM2696T,NALCO COMPANY-GREELEY,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08,CO,N/A,80631,8,REGION 8,0,,N/A,,C,ECOLAB INC,006154611,ECOLAB INC,110069290261,4246,,    ,424690,    ,NAPHTHALENE,000091203,000091203,13326,NA,NA,NO,YES,YES,0,1319218157574,S,2020-06-26,2020-06-26,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,81501PBDYB610S1,ABC INDUSTRIES INC,610 S 12TH ST,GRAND JUNCTION,MESA,08,CO,N/A,81501,8,REGION 8,0,,N/A,,C,ABC INDUSTRIES INC,058957598,ABC INDUSTRIES INC,110000467968,326,,    ,326130,    ,STYRENE,000100425,000100425,19414,NA,NA,NO,YES,YES,0,1319217811342,L,2020-06-03,2020-06-03,0,,,41864,20932,20932,41864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,41864,0,0,41864,0,0,0,0,0,250,0,0,42114,
2019,80403BLLPC4525I,BALL METAL BEVERAGE CONTAINER CORP,4525 INDIANA ST,GOLDEN,JEFFERSON,08,CO,N/A,80403,8,REGION 8,0,,N/A,,C,BALL CORP,006419147,BALL CORP,110000495330,332,,    ,332431,    ,SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY),007664939,007664939,152405,NA,NA,NO,NO,NO,0,1319217767413,S,2020-05-19,2020-05-19,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,81004GCCRG3372L,GCC RIO GRANDE INC,3372 LIME RD,PUEBLO,PUEBLO,08,CO,N/A,81004,8,REGION 8,0,,N/A,,C,GCC OF AMERICA,018941164,GCC OF AMERICA,110037262636,327,,    ,327310,    ,MERCURY COMPOUNDS,N458,N458,650028,NA,NA,NO,NO,YES,1,1319218370575,L,2020-06-30,2020-06-30,0,,,30.65,.08,30.57,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,30.65,0,0,0,0,0,0,0,0,30.65,
2019,81004GCCRG3372L,GCC RIO GRANDE INC,3372 LIME RD,PUEBLO,PUEBLO,08,CO,N/A,81004,8,REGION 8,0,,N/A,,C,GCC OF AMERICA,018941164,GCC OF AMERICA,110037262636,327,,    ,327310,    ,ANTIMONY COMPOUNDS,N010,N010,649921,NA,NA,NO,NO,YES,0,1319218370450,L,2020-06-30,2020-06-30,0,,,7.18,.13,7.05,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,0,0,7.18,0,0,0,0,0,0,0,0,7.18,
2019,81004GCCRG3372L,GCC RIO GRANDE INC,3372 LIME RD,PUEBLO,PUEBLO,08,CO,N/A,81004,8,REGION 8,0,,N/A,,C,GCC OF AMERICA,018941164,GCC OF AMERICA,110037262636,327,,    ,327310,    ,NICKEL COMPOUNDS,N495,N495,650036,NA,NA,NO,YES,YES,1,1319218370599,L,2020-06-30,2020-06-30,0,,,7.36,.13,7.23,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0,7.36,0,0,0,0,0,0,0,0,7.36,
2019,80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,8581 E 96TH AVE,HENDERSON,ADAMS,08,CO,N/A,80640,8,REGION 8,0,,N/A,,C,SINCLAIR OIL CORP,079959185,SINCLAIR OIL CORP,110000467600,4247,,    ,424710,    ,TOLUENE,000108883,000108883,25452,NA,NA,NO,NO,YES,0,1319218093565,L,2020-06-25,2020-06-25,0,,,1550,250,1300,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,1550,0,0,0,0,0,0,7700,0,9250,
2019,8065WLDCST427NF,OLDCASTLE PRECAST INC,427 N. FRONT STREET,PLATTEVILLE,WELD,08,CO,N/A,80651,8,REGION 8,0,,N/A,,C,CRH AMERICAS INC,037176591,CRH AMERICAS INC,110039495524,327,,    ,327390,    ,LEAD COMPOUNDS,N420,N420,650002,NA,NA,NO,NO,YES,1,1319218058651,L,2020-06-24,2020-06-24,0,,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,0,0,0,24.6,1.1,0,0,1.1,0,0,0,24.6,0,0,0,0,25.7,
2019,80759YMTHN3848C,YUMA ETHANOL LLC,38480 COUNTY RD H,YUMA,YUMA,08,CO,N/A,80759,8,REGION 8,0,,N/A,,C,NA,,NA,110031262498,325,,    ,325193,    ,FORMALDEHYDE,000050000,000050000,1008,NA,NA,NO,YES,YES,0,1319217941210,S,2020-06-18,2020-06-18,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,8053WLVLND644NC,LOVELAND READY MIX,644 N NAMAQUA AVE,LOVELAND,LARIMER,08,CO,N/A,80537,8,REGION 8,0,,N/A,,C,LOVELAND READY-MIX CONCRETE INC,007083108,LOVELAND READY MIX CONCRETE INC,110060258411,327,,    ,327320,    ,NITRATE COMPOUNDS,N511,N511,649616,NA,NA,NO,NO,NO,0,1319218506006,L,2020-07-01,2020-07-01,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,80759YMTHN3848C,YUMA ETHANOL LLC,38480 COUNTY RD H,YUMA,YUMA,08,CO,N/A,80759,8,REGION 8,0,,N/A,,C,NA,,NA,110031262498,325,,    ,325193,    ,N-HEXANE,000110543,000110543,26740,NA,NA,NO,NO,YES,0,1319217941234,L,2020-06-18,2020-06-18,0,,,1762,0,1762,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,1762,0,0,0,0,0,0,0,0,1762,
2019,80216WNSCR5201B,OWENS CORNING ROOFING & ASPHALT LLC,5201 BANNOCK ST,DENVER,ADAMS,08,CO,N/A,80216,8,REGION 8,0,,N/A,,C,OWENS CORNING INC,001317452,OWENS CORNING,110011372184,324,,    ,324121,    ,POLYCYCLIC AROMATIC COMPOUNDS,N590,N590,649749,NA,NA,NO,YES,YES,0,1319218481149,L,2020-07-01,2020-07-01,0,,,.1,0,.1,.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6.1,0,0,.1,6,0,0,0,0,0,1.2,0,7.3,
2019,8063WFLRDC139N1,FCT COS INC,1309 N 17TH AVE,GREELEY,WELD,08,CO,N/A,80631,8,REGION 8,0,,N/A,,C,NA,,NA,110023151088,325,,    ,325998,    ,NITRIC ACID,007697372,007697372,152686,NA,NA,NO,NO,NO,0,1319218177766,L,2020-06-26,2020-06-26,0,,,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,4,0,0,0,0,0,0,0,5,9,
2019,8001WMRTNM241PI,MARTIN MARIETTA - PICADILLY READY MIX,2401 PICADILLY RD,AURORA,ADAMS,08,CO,N/A,80014,8,REGION 8,0,,N/A,,C,MARTIN MARIETTA MATERIALS INC,809750912,MARTIN MARIETTA MATERIALS INC,110038615406,327,,    ,327320,    ,NITRATE COMPOUNDS,N511,N511,649616,NA,NA,NO,NO,NO,0,1319218213508,L,2020-06-28,2020-06-28,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,8100WLTFLS1739E,ALTA FUELS LLC - PUEBLO PLANT,1739 E PLATTEVILLE BLVD,PUEBLO,PUEBLO,08,CO,N/A,81007,8,REGION 8,0,,N/A,,C,WORLD FUEL SERVICES CORP,131504342,WORLD FUEL SERVICES CORP,110058904958,4247,,    ,424710,    ,BENZENE,000071432,000071432,4754,NA,NA,NO,YES,YES,1,1319218457226,L,2020-07-01,2020-07-01,0,,,205,0,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,205,0,0,0,0,0,0,3900,0,4105,
2019,80301MCRMT7070W,MICRO MOTION INC,7070 WINCHESTER CIR,BOULDER,BOULDER,08,CO,N/A,80301,8,REGION 8,0,,N/A,,C,EMERSON ELECTRIC CO,067294808,EMERSON ELECTRIC CO,110000738257,334,,    ,334514,    ,MANGANESE,007439965,007439965,149625,NA,NA,NO,NO,YES,0,1319218249670,L,2020-06-29,2020-06-29,0,,,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,0,0,0,1377,5,0,0,5,0,0,0,1377,0,0,0,0,1382,
2019,80701LPRNF2400E,LEPRINO FOODS CO,2400 E BEAVER AVE,FORT MORGAN,MORGAN,08,CO,N/A,80701,8,REGION 8,0,,N/A,,C,LEPRINO FOODS CO,007076664,LEPRINO FOODS CO,110011372335,311,,    ,311513,    ,NITRATE COMPOUNDS,N511,N511,649616,NA,NA,NO,NO,NO,0,1319217893243,L,2020-06-15,2020-06-15,0,,,430,0,0,0,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,430,0,0,430,0,0,0,26,0,0,719568,0,720024,
2019,8163WGLGYP74HIG,AMERICAN GYPSUM WALLBOARD PLANT - EAGLE,740 HIGHWAY 6,GYPSUM,EAGLE,08,CO,N/A,81637,8,REGION 8,0,,N/A,,C,EAGLE MATERIALS INC,079355194,EAGLE MATERIALS INC,110069999369,327,,    ,327420,    ,LEAD,007439921,007439921,149583,NA,NA,NO,YES,YES,1,1319217773124,L,2020-05-20,2020-05-20,0,,,.595,0,.595,.595,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.595,0,0,.595,0,0,14.89,0,0,0,0,0,15.485,
2019,80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,9 MILES W OF EMPIRE,EMPIRE,CLEAR CREEK,08,CO,N/A,80438,8,REGION 8,0,NA,NA,NA,C,FREEPORT-MCMORAN INC,187122973,FREEPORT-MCMORAN INC,110005997591,2122,,    ,212299,    ,MANGANESE  and MANGANESE COMPOUNDS,N450,N450,650010,NA,NA,YES,NO,YES,0,1319218102539,L,2020-06-25,2020-06-25,0,,,1501000,250,0,250,750,1,0,0,0,0,0,0,0,0,0,1500000,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200000,0,0,0,0,3200000,4701000,0,0,1501000,3200000,0,0,0,0,0,0,0,4701000,
2019,8100WSRMYP45825,US ARMY PUEBLO CHEMICAL DEPOT,45825 HWY 96 E.  ATTN: EMO  BLDG 49N,PUEBLO,PUEBLO,08,CO,N/A,81006,8,REGION 8,0,DOD,U.S. DEPT. OF DEFENSE,U.S. DEPT. OF DEFENSE,F,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,110000912665,999,,    ,928110,    ,LEAD,007439921,007439921,149583,NA,NA,NO,YES,YES,1,1319217836459,L,2020-06-08,2020-06-08,0,,,1299.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299.1,1299.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299.1,0,0,1299.1,0,0,0,0,0,0,0,0,1299.1,
2019,80651BTTRB45NFR,JD HEISKELL & CO,450N FRONT ST,PLATTEVILLE,WELD,08,CO,N/A,80651,8,REGION 8,0,,N/A,,C,J D HEISKELL HOLDINGS LLC,009462359,J D HEISKELL HOLDINGS LLC,110031018262,311,,    ,311119,    ,COPPER COMPOUNDS,N100,N100,649491,NA,NA,NO,NO,NO,0,1319218073258,S,2020-06-24,2020-06-24,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
